Restaurant_Name,Cuisine1,Cuisine2,Cuisine3,Cuisine4,Cuisine5,Cuisine6,Cuisine7,Cuisine8,Category,Pricing_for_2,Locality in Pune,Dining_Rating
The Spices,North Indian,East Asian,Seafood,Indian (other),MISSING,MISSING,MISSING,MISSING,"North Indian, Chinese, Seafood, Biryani",1150, Undri,3.8
Hotel Shilpa Gavran,North Indian,Indian (other),East Asian,North Indian,MISSING,MISSING,MISSING,MISSING,"North Indian, Mughlai, Chinese, Malwani",700, Pimpri,3.8
Helada's,Ice Cream,Desserts,Beverages,MISSING,MISSING,MISSING,MISSING,MISSING,"Ice Cream, Desserts, Beverages",250,NIBM Road,3.8
World Of Cheese Pizza,Pizza,Fast Food,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Pizza, Fast Food",400, Dange Chowk,3.8
Ankur Pavbhaji,Street Food,Fast Food,Beverages,MISSING,MISSING,MISSING,MISSING,MISSING,"Street Food, Fast Food, Beverages",250, Satara Road,3.8
Highway Inn,North Indian,East Asian,Kebab,Indian (other),Seafood,Beverages,MISSING,MISSING,"North Indian, Chinese, Kebab, Biryani, Seafood, Beverages",700, Balewadi,3.8
Ratna Veg Cuisine,North Indian,South Indian,European,MISSING,MISSING,MISSING,MISSING,MISSING,"North Indian, South Indian, Continental",450, Karve Nagar,3.8
JB007,North Indian,East Asian,European,MISSING,MISSING,MISSING,MISSING,MISSING,"North Indian, Chinese, Continental",1200,NIBM Road,3.8
Garam Tawa Bistro LLP,Coffee and Tea,Street Food,Fast Food,Beverages,European,MISSING,MISSING,MISSING,"Cafe, Street Food, Fast Food, Beverages, Continental",300, Balewadi,3.8
Hotel Sourabh,North Indian,Indian (other),North Indian,Oriental,Fast Food,Beverages,Indian (other),MISSING,"North Indian, Mughlai, Malwani, Chinese, Fast Food, Beverages, Biryani",700, Satara Road,3.8
Big Daddy's,Burger,Fast Food,Beverages,Wraps,MISSING,MISSING,MISSING,MISSING,"Burger, Fast Food, Beverages, Wraps",400, Kondhawa,3.8
Youthapam Restocafe,South Indian,Sandwich,Beverages,MISSING,MISSING,MISSING,MISSING,MISSING,"South Indian, Sandwich, Beverages",350, Kothrud,3.8
Milan Khanawal,Indian (other),North Indian,Indian (other),MISSING,MISSING,MISSING,MISSING,MISSING,"Mughlai, North Indian, Biryani",400,Sinhgad Road,3.8
Tiranga,North Indian,Indian (other),MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"North Indian, Biryani",800, Camp Area,3.8
Agatya Family Restaurant & Bar,North Indian,East Asian,Kebab,Beverages,Seafood,Indian (other),Fast Food,MISSING,"North Indian, Chinese, Kebab, Beverages, Seafood, Biryani, Fast Food",2500, Lohegaon,3.8
Annapurna Pure Veg,South Indian,East Asian,North Indian,North Indian,Beverages,Desserts,MISSING,MISSING,"South Indian, Chinese, North Indian, Maharashtrian, Beverages, Desserts",900, Hadapsar,3.8
Deccan Harvest,North Indian,European,East Asian,Indian (other),MISSING,MISSING,MISSING,MISSING,"North Indian, Continental, Chinese, Mughlai",1500,Magarpatta,3.8
Lassi Ghar,Beverages,Fast Food,Desserts,MISSING,MISSING,MISSING,MISSING,MISSING,"Beverages, Fast Food, Desserts",400, Pimpri,3.8
Hotel Kunal,North Indian,East Asian,Indian (other),Fast Food,Indian (other),MISSING,MISSING,MISSING,"North Indian, Chinese, Mughlai, Fast Food, Biryani",700,Pimple Saudagar,3.8
Dutchess - The Dukes Retreat,North Indian,South Indian,East Asian,European,MISSING,MISSING,MISSING,MISSING,"North Indian, South Indian, Chinese, Continental",1000,Khandala,3.8
Chinjabi,North Indian,East Asian,Beverages,MISSING,MISSING,MISSING,MISSING,MISSING,"North Indian, Chinese, Beverages",1200, Bavdhan,3.8
Zero Gravity Bar N Kitchen,North Indian,East Asian,European,Indian (other),Beverages,Desserts,MISSING,MISSING,"North Indian, Chinese, Continental, Mughlai, Beverages, Desserts",1800,Pimple Saudagar,3.8
Khandesh Express,North Indian,Middle Eastern,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"North Indian, Maharashtrian",500, Karve Nagar,3.8
Two Mad Cookks,Coffee and Tea,Fast Food,Desserts,Beverages,MISSING,MISSING,MISSING,MISSING,"Cafe, Fast Food, Desserts, Beverages",600,NIBM Road,3.8
Jogeshwari Misal,Street Food,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Street Food,200, Shaniwar Peth,3.8
Shruti Restaurant & Bar,North Indian,Indian (other),East Asian,European,MISSING,MISSING,MISSING,MISSING,"North Indian, Mughlai, Chinese, Continental",1000, Akurdi,3.8
Billy's BrewStirs,European,Bar Food,Southeast Asian,North Indian,MISSING,MISSING,MISSING,MISSING,"Continental, Bar Food, Thai, North Indian",2000, Aundh,3.8
Lean Stories,Fast Food,North Eastern,Healthy Food,Beverages,MISSING,MISSING,MISSING,MISSING,"Fast Food, North Eastern, Healthy Food, Beverages",600, Erandwane,3.8
Shinde Dairy,Indian (other),Street Food,South Indian,Fast Food,Desserts,MISSING,MISSING,MISSING,"Mithai, Street Food, South Indian, Fast Food, Desserts",250, Kharadi,3.8
Meridian Ice Cream,Ice Cream,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Ice Cream,200, Wanowrie,3.8
Lakewoods,East Asian,North Indian,Indian (other),North Indian,South Indian,Desserts,MISSING,MISSING,"Chinese, North Indian, Mughlai, Maharashtrian, Andhra, Desserts",800,Sinhgad Road,3.8
JW Marriott Food Truck,Fast Food,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Fast Food,400, Senapati Bapat Road,3.8
Nitrobuzz,Coffee and Tea,Fast Food,Beverages,Desserts,MISSING,MISSING,MISSING,MISSING,"Cafe, Fast Food, Beverages, Desserts",600, Erandwane,3.8
Malhar Khanaval,North Indian,North Indian,Indian (other),MISSING,MISSING,MISSING,MISSING,MISSING,"Maharashtrian, North Indian, Mughlai",400, JM Road,3.8
Sri Krishna Aanand Bhavan,South Indian,Street Food,Beverages,MISSING,MISSING,MISSING,MISSING,MISSING,"South Indian, Street Food, Beverages",400, Kothrud,3.8
Gundam Katta,North Indian,North Indian,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Maharashtrian, North Indian",550, Nigdi,3.8
Momo Nation Cafe,Himalayan,East Asian,North Indian,Fast Food,Beverages,MISSING,MISSING,MISSING,"Momos, Chinese, North Indian, Fast Food, Beverages",500,FC Road,3.8
Sudama's Misal House,Street Food,Middle Eastern,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Street Food, Maharashtrian",200,Sinhgad Road,3.8
Sarovar Restaurant & Bar,North Indian,North Indian,East Asian,Indian (other),Kebab,Indian (other),Ice Cream,Beverages,"Maharashtrian, North Indian, Chinese, Mughlai, Kebab, Biryani, Ice Cream, Beverages",800, Deccan Gymkhana,3.8
The Clover Bar And Kitchen,North Indian,European,East Asian,Bar Food,European,Indian (other),Desserts,Seafood,"North Indian, Italian, Chinese, Bar Food, Continental, Mughlai, Desserts, Seafood",1400, Deccan Gymkhana,3.8
Chai Point,Coffee and Tea,Fast Food,Street Food,Beverages,MISSING,MISSING,MISSING,MISSING,"Tea, Fast Food, Street Food, Beverages",250, Baner,3.8
Tuljai Biryani,Indian (other),Indian (other),North Indian,MISSING,MISSING,MISSING,MISSING,MISSING,"Biryani, Mughlai, North Indian",400, Shukrawar Peth,3.8
Vedant Pure Veg,East Asian,South Indian,North Indian,Fast Food,Street Food,Desserts,Beverages,MISSING,"Chinese, South Indian, North Indian, Fast Food, Street Food, Desserts, Beverages",800, Satara Road,3.8
K72 The Lounge,Indian (other),Seafood,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Mughlai, Seafood",1000, Katraj,3.8
O'Zara,North Indian,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Maharashtrian,650,Chakan,3.8
Laxmi Narayan,North Indian,Indian (other),Street Food,Fast Food,East Asian,Beverages,MISSING,MISSING,"North Indian, Mughlai, Street Food, Fast Food, Chinese, Beverages",550, Kothrud,3.8
Garva Biryani,Indian (other),MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Biryani,300, Kothrud,3.8
Lai Bhari Laturkar,North Indian,North Indian,East Asian,MISSING,MISSING,MISSING,MISSING,MISSING,"Maharashtrian, North Indian, Chinese",500, Pimpri,3.8
Engineer's Chai,Sandwich,Rolls,Fast Food,Coffee and Tea,Beverages,MISSING,MISSING,MISSING,"Sandwich, Rolls, Fast Food, Tea, Beverages",300, Katraj,3.8
New Saiba,North Indian,East Asian,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"North Indian, Chinese",1200, Bhugaon,3.8
Lesarah,East Asian,North Indian,Indian (other),North Indian,MISSING,MISSING,MISSING,MISSING,"Chinese, North Indian, Mughlai, Malwani",500, Wadgaon Sheri,3.8
Taste Of China,East Asian,Seafood,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Chinese, Seafood",600, Camp Area,3.8
Shreeji Pure Veg,North Indian,East Asian,Indian (other),Sandwich,Beverages,MISSING,MISSING,MISSING,"North Indian, Chinese, Pizza, Sandwich, Beverages",700, Bibvewadi,3.8
Grand Alhamdulilah Hotel,North Indian,East Asian,Indian (other),Seafood,MISSING,MISSING,MISSING,MISSING,"North Indian, Chinese, Biryani, Seafood",700, Kondhawa,3.8
AK Biryani House,Indian (other),MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Biryani,450,Sinhgad Road,3.8
AK Restaurant,Indian (other),North Indian,East Asian,Indian (other),Rajasthani,MISSING,MISSING,MISSING,"Biryani, North Indian, Chinese, Mughlai, Maharashtrian",450, Camp Area,3.8
Jai Bhawani Biryani House,North Indian,Middle Eastern,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"North Indian, Maharashtrian",550, Shivapur,3.8
Roll Point,Rolls,East Asian,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Rolls, Chinese",300, Dhankawadi,3.8
Waah! Indore,Street Food,Indian (other),MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Street Food, Mithai",200, Kharadi,3.8
Delhi Chaap Express,North Indian,Rolls,Sandwich,Pizza,Himalayan,Fast Food,MISSING,MISSING,"North Indian, Rolls, Sandwich, Pizza, Momos, Fast Food",300, Viman Nagar,3.8
Alibaba - Flavour Of Middle East,Middle Eastern,Fast Food,Rolls,MISSING,MISSING,MISSING,MISSING,MISSING,"Lebanese, Fast Food, Rolls",400, Viman Nagar,3.8
Ambika Sandwich,Sandwich,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Sandwich,200, Sadashiv Peth,3.8
Gandharv Fast Food,East Asian,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Chinese,250, Dhankawadi,3.8
Agatya,North Indian,East Asian,Seafood,Indian (other),Beverages,MISSING,MISSING,MISSING,"North Indian, Chinese, Seafood, Mughlai, Beverages",850, Lohegaon,3.8
Ruchita Misal,Street Food,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Street Food,150, Hadapsar,3.8
Pune Bowl Company,North Indian,East Asian,European,MISSING,MISSING,MISSING,MISSING,MISSING,"North Indian, Chinese, Continental",400, Pimple Nilakh,3.8
Alfa Southin Cafeteria,Fast Food,North Indian,North Indian,MISSING,MISSING,MISSING,MISSING,MISSING,"Fast Food, North Indian, Maharashtrian",300,Kalyani Nagar,3.8
Rupesh Misal,Street Food,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Street Food,100, Dehu Road,3.8
Arabian Mandi,Middle Eastern,Middle Eastern,North Indian,Indian (other),Beverages,MISSING,MISSING,MISSING,"Arabian, Lebanese, North Indian, Biryani, Beverages",1000,Hinjawadi,3.8
Punjabi Flavours,North Indian,Indian (other),East Asian,Kebab,MISSING,MISSING,MISSING,MISSING,"North Indian, Mughlai, Chinese, Kebab",500, Kharadi,3.8
Degchi's Biryani Cafe,Indian (other),Himalayan,Fast Food,North Indian,MISSING,MISSING,MISSING,MISSING,"Biryani, Momos, Fast Food, North Indian",500, Salunkhe Vihar Road,3.8
Chaikund,Street Food,Fast Food,Beverages,MISSING,MISSING,MISSING,MISSING,MISSING,"Street Food, Fast Food, Beverages",250, Mulshi Road,3.8
New Era Bakery,Bakery,Desserts,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Bakery, Desserts",400, Baner,3.8
Yummilicious Cakes N More,Bakery,Ice Cream,Beverages,Desserts,MISSING,MISSING,MISSING,MISSING,"Bakery, Ice Cream, Beverages, Desserts",250, Wagholi,3.8
Shiv Sagar,South Indian,Fast Food,East Asian,North Indian,Ice Cream,Beverages,MISSING,MISSING,"South Indian, Fast Food, Chinese, North Indian, Ice Cream, Beverages",600, JM Road,3.8
Cream Centre,North Indian,European,The Americas,Middle Eastern,Fast Food,Desserts,Beverages,MISSING,"North Indian, Italian, Mexican, Lebanese, Fast Food, Desserts, Beverages",900, Baner,3.8
Paradise Family Restaurant,Indian (other),East Asian,North Indian,MISSING,MISSING,MISSING,MISSING,MISSING,"Biryani, Chinese, North Indian",500, Kharadi,3.8
The Betel Leaf,Ice Cream,Paan,Desserts,MISSING,MISSING,MISSING,MISSING,MISSING,"Ice Cream, Paan, Desserts",300, Erandwane,3.8
Grand Pavilion - Grand Exotica Business Hotel,North Indian,Indian (other),Fast Food,Finger Food,Beverages,MISSING,MISSING,MISSING,"North Indian, Mughlai, Fast Food, Finger Food, Beverages",1100, Chinchwad,3.8
Nation 330,European,Mediterranean,Fast Food,Beverages,MISSING,MISSING,MISSING,MISSING,"Italian, Mediterranean, Fast Food, Beverages",2000, Bavdhan,3.8
Kailash Garden,North Indian,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Maharashtrian,400, Shivapur,3.8
Durga Bhuvan,North Indian,Indian (other),North Indian,MISSING,MISSING,MISSING,MISSING,MISSING,"Maharashtrian, Biryani, North Indian",800, Budhwar Peth,3.8
The Wok Box,East Asian,Fast Food,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Chinese, Fast Food",400, Viman Nagar,3.8
Eatsome,Rolls,Wraps,North Indian,Indian (other),Fast Food,Beverages,MISSING,MISSING,"Rolls, Wraps, North Indian, Biryani, Fast Food, Beverages",300, Aundh,3.8
Wah Punjab,North Indian,Street Food,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"North Indian, Street Food",350,Magarpatta,3.8
De Bakers Lounge,Bakery,Fast Food,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Bakery, Fast Food",400, Kothrud,3.8
Mahabaleshwar Berry Bash,Desserts,Beverages,Fast Food,MISSING,MISSING,MISSING,MISSING,MISSING,"Desserts, Beverages, Fast Food",300, Kothrud,3.8
Cahā Paani,Coffee and Tea,Bakery,Beverages,MISSING,MISSING,MISSING,MISSING,MISSING,"Cafe, Bakery, Beverages",350, Katraj,3.8
Mini Indore,Street Food,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Street Food,150,Pimple Saudagar,3.8
Dakshin Royal,South Indian,North Indian,North Indian,Oriental,Beverages,MISSING,MISSING,MISSING,"South Indian, North Indian, Maharashtrian, Chinese, Beverages",500,Hinjawadi,3.8
Nonna's Patisserie,Bakery,Desserts,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Bakery, Desserts",400, Viman Nagar,3.8
Hotel Rajratna,North Indian,Indian (other),East Asian,Indian (other),Beverages,MISSING,MISSING,MISSING,"North Indian, Mughlai, Chinese, Biryani, Beverages",750,Pimple Saudagar,3.8
Green Court Resto N Bar,North Indian,East Asian,Fast Food,Indian (other),MISSING,MISSING,MISSING,MISSING,"North Indian, Chinese, Fast Food, Mughlai",900, Fatima Nagar,3.8
G Sardar G Da Dhaba,North Indian,East Asian,Indian (other),MISSING,MISSING,MISSING,MISSING,MISSING,"North Indian, Chinese, Mughlai",500, Aundh,3.8
Best Belgian Waffle,Desserts,Beverages,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Desserts, Beverages",500,Sinhgad Road,3.8
Rasana Snacks,North Indian,Desserts,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Maharashtrian, Desserts",200,Sinhgad Road,3.8
Shatranj Wine & Dine,North Indian,East Asian,European,European,Southeast Asian,MISSING,MISSING,MISSING,"North Indian, Chinese, Italian, Continental, Thai",1500, Koregaon Park,3.8
Akss - India Reimagined,Indian (other),North Indian,Street Food,Beverages,Desserts,MISSING,MISSING,MISSING,"Modern Indian, North Indian, Street Food, Beverages, Desserts",1000,Bund Garden Road,3.8
Padma Palace Family Restaurant & Bar,North Indian,East Asian,North Indian,Indian (other),Seafood,MISSING,MISSING,MISSING,"North Indian, Chinese, Malwani, Mughlai, Seafood",800, Dhankawadi,3.8
Parvez Kebabs,Kebab,Rolls,Indian (other),Indian (other),MISSING,MISSING,MISSING,MISSING,"Kebab, Rolls, Mughlai, Biryani",500, Koregaon Park,3.8
Bageshree,North Indian,East Asian,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"North Indian, Chinese",1000,Old Mumbai-Pune Highway,3.8
Platinum King Chinese Restaurant,East Asian,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Chinese,300,Sinhgad Road,3.8
Hotel Shivmudra,North Indian,Street Food,North Indian,Indian (other),MISSING,MISSING,MISSING,MISSING,"North Indian, Street Food, Maharashtrian, Mughlai",600, Kharadi,3.8
Savlahari Pot Ice Cream & Mastani,Ice Cream,Desserts,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Ice Cream, Desserts",300, Kharadi,3.8
Guru Deccan,Street Food,Beverages,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Street Food, Beverages",250, JM Road,3.8
Jai Jinendra - Apna Sa Khana,North Indian,East Asian,Fast Food,Beverages,MISSING,MISSING,MISSING,MISSING,"North Indian, Chinese, Fast Food, Beverages",300, Kharadi,3.8
Tryluck Restaurant,Fast Food,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,Fast Food,200, MG Road,3.8
Naadbramha DO. SA .ID .LI,South Indian,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,South Indian,200, Katraj,3.8
Camios!,Kebab,North Indian,Sandwich,Rolls,Beverages,MISSING,MISSING,MISSING,"Kebab, North Indian, Sandwich, Rolls, Beverages",350, Baner,3.8
K 9 The Schezwan Restaurant,East Asian,Himalayan,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Chinese, Momos",300, Viman Nagar,3.8
Becky Bees,Desserts,Ice Cream,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Desserts, Ice Cream",450,Magarpatta,3.8
Yummy Pan,North Indian,East Asian,Street Food,MISSING,MISSING,MISSING,MISSING,MISSING,"North Indian, Chinese, Street Food",350, Chinchwad,3.8
Mobee's Corner,Indian (other),Himalayan,Kebab,North Indian,MISSING,MISSING,MISSING,MISSING,"Biryani, Momos, Kebab, North Indian",350, Kothrud,3.8
Lovely Restaurant,East Asian,North Indian,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Chinese, North Indian",750, Wanowrie,3.8
Sheetal Restaurant,East Asian,North Indian,Seafood,Indian (other),MISSING,MISSING,MISSING,MISSING,"Chinese, North Indian, Seafood, Biryani",600, Satara Road,3.8
Rockwell Cafe & Bar,European,Bar Food,East Asian,Beverages,MISSING,MISSING,MISSING,MISSING,"Continental, Bar Food, Chinese, Beverages",800,FC Road,3.8
Bhatti,North Indian,Indian (other),Fast Food,Indian (other),MISSING,MISSING,MISSING,MISSING,"North Indian, Mughlai, Fast Food, Biryani",1000, Shivaji Nagar,3.8
Ku-Kooch-Ku,North Indian,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,North Indian,500, Deccan Gymkhana,3.8
Hotel Jagdamb,North Indian,Middle Eastern,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"North Indian, Maharashtrian",500, Wakad,3.8
Surya Hotel - Deccan Rendezvous,European,North Indian,European,Indian (other),Indian (other),Beverages,MISSING,MISSING,"Italian, North Indian, Continental, Mughlai, Biryani, Beverages",1200, Shivaji Nagar,3.8
Malashree Pure Veg,North Indian,East Asian,Indian (other),MISSING,MISSING,MISSING,MISSING,MISSING,"North Indian, Chinese, Biryani",600,Pimple Saudagar,3.8
Sagar,North Indian,South Indian,East Asian,Fast Food,Desserts,Beverages,MISSING,MISSING,"North Indian, South Indian, Chinese, Fast Food, Desserts, Beverages",550, Camp Area,3.8
Hotel Marathmol,North Indian,North Indian,East Asian,MISSING,MISSING,MISSING,MISSING,MISSING,"Maharashtrian, Malwani, Chinese",750, Pune-Solapur Road,3.8
Hotel Utsav Deluxe,North Indian,South Indian,Southeast Asian,MISSING,MISSING,MISSING,MISSING,MISSING,"North Indian, South Indian, Thai",1000, Satara Road,3.8
Lazzetti,North Indian,Middle Eastern,East Asian,Fast Food,MISSING,MISSING,MISSING,MISSING,"North Indian, Lebanese, Chinese, Fast Food",400, Kothrud,3.8
Avishkar Resto and Bar,East Asian,Middle Eastern,North Indian,South Indian,MISSING,MISSING,MISSING,MISSING,"Chinese, Maharashtrian, North Indian, Hyderabadi",1600, Shukrawar Peth,3.8
Shri Swami Samartha Pure Veg,North Indian,East Asian,Fast Food,Street Food,Indian (other),Desserts,Beverages,MISSING,"North Indian, Chinese, Fast Food, Street Food, Biryani, Desserts, Beverages",800, Kothrud,3.8
The Big Bang Burger,Burger,Fast Food,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Burger, Fast Food",300, Kondhawa,3.8
Maratha Kolhapur Darbar,North Indian,North Indian,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,"Maharashtrian, North Indian",500, Sadashiv Peth,3.8
Yogi Tree,North Indian,Coffee and Tea,European,European,Beverages,MISSING,MISSING,MISSING,"North Indian, Cafe, Continental, Italian, Beverages",1000, Koregaon Park,3.8
Annie's Kitchen,North Indian,East Asian,Indian (other),MISSING,MISSING,MISSING,MISSING,MISSING,"North Indian, Chinese, Mughlai",750,Sinhgad Road,3.8
Zanbaq,North Indian,East Asian,Middle Eastern,MISSING,MISSING,MISSING,MISSING,MISSING,"North Indian, Chinese, Arabian",600,NIBM Road,3.8
The Tequila House Lounge,European,Healthy Food,The Americas,North Indian,Indian (other),Kebab,MISSING,MISSING,"Continental, Salad, Mexican, North Indian, Biryani, Kebab",1500, Kharadi,3.8
Wok Masters,East Asian,Southeast Asian,Asian (unspecified),MISSING,MISSING,MISSING,MISSING,MISSING,"Chinese, Thai, Asian",800, Kharadi,3.8
Casablanca Lounge Bar,North Indian,Kebab,European,Oriental,Asian (unspecified),Seafood,Pizza,Indian (other),"North Indian, Kebab, Continental, Chinese, Asian, Seafood, Pizza, Biryani",2000, Pimple Gurav,3.8
Tapasya,North Indian,South Indian,Fast Food,Street Food,MISSING,MISSING,MISSING,MISSING,"North Indian, South Indian, Fast Food, Street Food",450, Sadashiv Peth,3.8
